Date,Rater,Correct_Answer_3_Label,Correct_Answer_5_Label,Rater_Answer_3_Label,Rater_Answer_5_Label,Label_Agreement_3,Label_Agreement_5,TaskID
10/1/05,A,High,Exceptional,Average,Exceptional,no,yes,8919,
10/1/05,B,Low,Great,Average,Great,no,yes,8920,
10/26/05,C,Average,Okay,High,Exceptional,no,no,8921,
10/7/05,E,High,Great,Average,Bad,no,no,8922,
10/28/05,B,Low,Bad,Average,Intermediate,no,no,8923,
10/24/05,C,Average,Intermediate,Low,Bad,no,no,8924,
10/17/05,D,High,Intermediate,Average,Great,no,no,8925,
10/2/05,D,High,Okay,High,Bad,yes,no,8926,
10/5/05,C,Low,Bad,Average,Okay,no,no,8927,
10/11/05,A,High,Okay,Low,Exceptional,no,no,8928,
10/19/05,A,High,Bad,Average,Okay,no,no,8929,
10/25/05,E,High,Bad,High,Okay,yes,no,8930,
10/30/05,B,High,Exceptional,Average,Exceptional,no,yes,8931,
10/1/05,A,Average,Intermediate,Low,Intermediate,no,yes,8932,
10/29/05,D,High,Exceptional,Low,Great,no,no,8933,
10/8/05,E,High,Intermediate,Low,Great,no,no,8934,
10/1/05,C,High,Okay,Average,Great,no,no,8935,
10/8/05,C,High,Exceptional,Average,Okay,no,no,8936,
10/5/05,D,High,Great,Low,Intermediate,no,no,8937,
10/28/05,C,Low,Okay,Average,Great,no,no,8938,
10/29/05,B,Average,Exceptional,Low,Okay,no,no,8939,
10/20/05,B,Average,Exceptional,Average,Exceptional,yes,yes,8940,
10/10/05,A,High,Intermediate,Low,Bad,no,no,8941,
10/5/05,B,Low,Intermediate,Low,Intermediate,yes,yes,8942,
10/9/05,B,High,Okay,Average,Bad,no,no,8943,
10/23/05,A,Average,Great,Average,Intermediate,yes,no,8944,
10/10/05,E,High,Exceptional,Low,Intermediate,no,no,8945,
10/19/05,B,High,Bad,Average,Great,no,no,8946,
10/28/05,B,Low,Okay,Low,Okay,yes,yes,8947,
10/23/05,C,Low,Okay,Average,Great,no,no,8948,
10/6/05,D,Low,Bad,Average,Exceptional,no,no,8949,
10/15/05,D,Low,Exceptional,Average,Intermediate,no,no,8950,
10/5/05,E,High,Great,Average,Exceptional,no,no,8951,
10/2/05,C,High,Bad,High,Great,yes,no,8952,
10/2/05,D,Average,Bad,Low,Exceptional,no,no,8953,
10/9/05,E,High,Intermediate,Average,Bad,no,no,8954,
10/26/05,E,Average,Exceptional,High,Great,no,no,8955,
10/1/05,B,High,Exceptional,Low,Intermediate,no,no,8956,
10/17/05,A,High,Exceptional,High,Okay,yes,no,8957,
10/27/05,A,Low,Great,Low,Intermediate,yes,no,8958,
10/12/05,E,High,Exceptional,High,Exceptional,yes,yes,8959,
10/20/05,A,Low,Exceptional,Average,Exceptional,no,yes,8960,
10/15/05,E,Average,Great,Low,Intermediate,no,no,8961,
10/20/05,C,Low,Exceptional,Low,Intermediate,yes,no,8962,
10/6/05,A,Low,Intermediate,Average,Great,no,no,8963,
10/9/05,E,High,Okay,Low,Intermediate,no,no,8964,
10/9/05,B,Low,Great,High,Exceptional,no,no,8965,
10/3/05,B,High,Exceptional,High,Exceptional,yes,yes,8966,
10/9/05,D,Average,Okay,High,Exceptional,no,no,8967,
10/13/05,E,High,Intermediate,High,Okay,yes,no,8968,
10/28/05,B,High,Bad,Low,Bad,no,yes,8969,
10/26/05,B,Average,Intermediate,Average,Intermediate,yes,yes,8970,
10/11/05,A,Low,Intermediate,Average,Bad,no,no,8971,
10/5/05,B,Average,Bad,Low,Okay,no,no,8972,
10/15/05,A,Low,Okay,Low,Bad,yes,no,8973,
10/30/05,D,High,Great,Low,Exceptional,no,no,8974,
10/6/05,C,High,Great,Average,Okay,no,no,8975,
10/24/05,A,High,Intermediate,Average,Bad,no,no,8976,
10/2/05,C,Low,Intermediate,Average,Okay,no,no,8977,
10/22/05,B,Low,Great,High,Exceptional,no,no,8978,
10/9/05,B,Average,Okay,Low,Exceptional,no,no,8979,
10/14/05,E,Low,Great,Average,Bad,no,no,8980,
10/28/05,C,High,Exceptional,Average,Bad,no,no,8981,
10/14/05,C,Low,Great,Average,Okay,no,no,8982,
10/19/05,E,Average,Bad,High,Great,no,no,8983,
10/22/05,B,Average,Okay,High,Great,no,no,8984,
10/13/05,B,Average,Great,Average,Bad,yes,no,8985,
10/5/05,A,Average,Intermediate,Average,Great,yes,no,8986,
10/10/05,E,High,Okay,High,Intermediate,yes,no,8987,
10/22/05,D,Average,Exceptional,High,Intermediate,no,no,8988,
10/12/05,A,Average,Intermediate,Average,Bad,yes,no,8989,
10/11/05,A,Average,Bad,High,Bad,no,yes,8990,
10/17/05,C,High,Great,Low,Exceptional,no,no,8991,
10/20/05,B,Average,Okay,Average,Great,yes,no,8992,
10/15/05,D,Low,Exceptional,Average,Great,no,no,8993,
10/14/05,D,High,Bad,High,Okay,yes,no,8994,
10/19/05,E,Average,Great,Average,Intermediate,yes,no,8995,
10/8/05,C,Average,Okay,Low,Great,no,no,8996,
10/29/05,C,High,Exceptional,Low,Exceptional,no,yes,8997,
10/12/05,E,Low,Intermediate,Average,Great,no,no,8998,
10/16/05,C,Low,Great,High,Okay,no,no,8999,
10/14/05,B,Average,Great,Average,Okay,yes,no,9000,
10/4/05,D,High,Exceptional,Low,Okay,no,no,9001,
10/3/05,C,High,Exceptional,High,Great,yes,no,9002,
10/1/05,D,Average,Intermediate,Average,Intermediate,yes,yes,9003,
10/7/05,E,High,Bad,Low,Intermediate,no,no,9004,
10/10/05,E,Low,Bad,Average,Okay,no,no,9005,
10/6/05,C,Low,Okay,High,Great,no,no,9006,
10/19/05,A,High,Intermediate,Average,Bad,no,no,9007,
10/3/05,B,High,Bad,High,Great,yes,no,9008,
10/22/05,C,Average,Intermediate,Low,Exceptional,no,no,9009,
10/8/05,E,Average,Great,Low,Great,no,yes,9010,
10/19/05,E,High,Exceptional,High,Intermediate,yes,no,9011,
10/8/05,B,Low,Bad,Average,Okay,no,no,9012,
10/14/05,D,Low,Exceptional,Average,Okay,no,no,9013,
10/17/05,C,Average,Bad,Average,Intermediate,yes,no,9014,
10/4/05,D,High,Intermediate,Average,Great,no,no,9015,
10/24/05,C,Low,Okay,Low,Great,yes,no,9016,
10/26/05,B,High,Exceptional,High,Exceptional,yes,yes,9017,
10/11/05,E,Average,Bad,Average,Bad,yes,yes,9018,
10/22/05,E,Average,Okay,Average,Intermediate,yes,no,9019,
10/21/05,E,High,Intermediate,Low,Great,no,no,9020,
10/18/05,C,Low,Okay,Average,Exceptional,no,no,9021,
10/13/05,E,High,Exceptional,High,Exceptional,yes,yes,9022,
10/29/05,C,High,Great,High,Exceptional,yes,no,9023,
10/23/05,B,Average,Exceptional,High,Intermediate,no,no,9024,
10/15/05,C,High,Exceptional,High,Bad,yes,no,9025,
10/8/05,A,High,Great,Low,Bad,no,no,9026,
10/9/05,C,High,Exceptional,High,Bad,yes,no,9027,
10/19/05,D,High,Exceptional,Average,Great,no,no,9028,
10/22/05,D,High,Okay,High,Okay,yes,yes,9029,
10/21/05,E,Low,Bad,Low,Intermediate,yes,no,9030,
10/19/05,A,Low,Exceptional,Low,Okay,yes,no,9031,
10/9/05,B,Low,Intermediate,Average,Bad,no,no,9032,
10/28/05,A,Low,Bad,Low,Bad,yes,yes,9033,
10/4/05,D,Average,Okay,High,Great,no,no,9034,
10/12/05,B,Low,Great,Average,Exceptional,no,no,9035,
10/18/05,C,High,Intermediate,Average,Bad,no,no,9036,
10/24/05,A,Low,Great,Average,Okay,no,no,9037,
10/29/05,C,Low,Intermediate,Average,Okay,no,no,9038,
10/25/05,D,High,Okay,Low,Great,no,no,9039,
10/4/05,C,Average,Okay,Low,Bad,no,no,9040,
10/19/05,E,High,Exceptional,Low,Exceptional,no,yes,9041,
10/30/05,E,High,Exceptional,Average,Intermediate,no,no,9042,
10/12/05,E,Low,Great,High,Great,no,yes,9043,
10/20/05,D,High,Intermediate,Average,Exceptional,no,no,9044,
10/26/05,B,Low,Intermediate,High,Intermediate,no,yes,9045,
10/9/05,C,Low,Okay,Low,Exceptional,yes,no,9046,
10/15/05,B,Average,Intermediate,Low,Great,no,no,9047,
10/22/05,E,Low,Intermediate,High,Intermediate,no,yes,9048,
10/3/05,A,Low,Great,High,Intermediate,no,no,9049,
10/10/05,C,Low,Bad,Low,Okay,yes,no,9050,
10/26/05,E,High,Bad,Average,Bad,no,yes,9051,
10/13/05,A,Average,Great,Average,Intermediate,yes,no,9052,
10/19/05,C,Average,Bad,Low,Okay,no,no,9053,
10/8/05,D,Average,Intermediate,Low,Intermediate,no,yes,9054,
10/4/05,C,Average,Intermediate,Low,Bad,no,no,9055,
10/27/05,B,High,Intermediate,Low,Okay,no,no,9056,
10/19/05,B,Average,Okay,High,Great,no,no,9057,
10/24/05,B,Average,Intermediate,Average,Great,yes,no,9058,
10/7/05,E,Low,Great,High,Okay,no,no,9059,
10/30/05,C,High,Great,High,Exceptional,yes,no,9060,
10/17/05,B,Average,Intermediate,Low,Intermediate,no,yes,9061,
10/13/05,A,Average,Bad,Low,Exceptional,no,no,9062,
10/11/05,E,Average,Exceptional,High,Great,no,no,9063,
10/1/05,B,Average,Great,Average,Great,yes,yes,9064,
10/15/05,D,High,Great,Low,Okay,no,no,9065,
10/30/05,D,Low,Bad,Low,Great,yes,no,9066,
10/26/05,C,Low,Great,High,Intermediate,no,no,9067,
10/6/05,D,Average,Bad,Low,Okay,no,no,9068,
10/9/05,A,Low,Okay,Low,Okay,yes,yes,9069,
10/2/05,B,High,Exceptional,Low,Bad,no,no,9070,
10/6/05,D,High,Okay,Average,Exceptional,no,no,9071,
10/19/05,C,Low,Bad,Average,Exceptional,no,no,9072,
10/22/05,D,High,Okay,Average,Intermediate,no,no,9073,
10/27/05,D,Average,Bad,Average,Bad,yes,yes,9074,
10/5/05,A,Low,Great,Average,Okay,no,no,9075,
10/22/05,E,Average,Exceptional,High,Bad,no,no,9076,
10/19/05,E,Low,Okay,High,Great,no,no,9077,
10/18/05,B,Low,Bad,High,Intermediate,no,no,9078,
10/1/05,D,Average,Intermediate,Average,Okay,yes,no,9079,
10/13/05,C,Low,Exceptional,Average,Intermediate,no,no,9080,
10/30/05,A,High,Great,Average,Okay,no,no,9081,
10/19/05,E,Average,Exceptional,Low,Okay,no,no,9082,
10/12/05,A,Low,Exceptional,High,Intermediate,no,no,9083,
10/21/05,D,High,Great,Average,Okay,no,no,9084,
10/28/05,B,Low,Exceptional,High,Intermediate,no,no,9085,
10/23/05,C,Low,Great,Low,Exceptional,yes,no,9086,
10/25/05,B,Low,Bad,Average,Great,no,no,9087,
10/14/05,C,High,Okay,Low,Bad,no,no,9088,
10/15/05,E,High,Okay,High,Exceptional,yes,no,9089,
10/25/05,A,High,Great,High,Exceptional,yes,no,9090,
10/19/05,B,Low,Great,Low,Exceptional,yes,no,9091,
10/14/05,A,High,Okay,Average,Exceptional,no,no,9092,
10/26/05,C,Average,Bad,Low,Okay,no,no,9093,
10/27/05,A,Low,Okay,High,Exceptional,no,no,9094,
10/22/05,D,Average,Bad,High,Bad,no,yes,9095,
10/10/05,D,Low,Okay,Average,Bad,no,no,9096,
10/25/05,B,Low,Exceptional,Average,Great,no,no,9097,
10/22/05,E,Low,Okay,Low,Bad,yes,no,9098,
10/24/05,E,Average,Okay,Average,Okay,yes,yes,9099,
10/25/05,C,Low,Okay,High,Intermediate,no,no,9100,
10/14/05,E,Low,Bad,Average,Exceptional,no,no,9101,
10/9/05,D,Average,Okay,High,Okay,no,yes,9102,
10/15/05,B,High,Great,Low,Great,no,yes,9103,
10/30/05,D,Average,Bad,Low,Bad,no,yes,9104,
10/7/05,E,High,Exceptional,High,Okay,yes,no,9105,
10/23/05,A,Average,Bad,Average,Okay,yes,no,9106,
10/24/05,C,Low,Bad,Average,Exceptional,no,no,9107,
10/1/05,B,Average,Great,Average,Bad,yes,no,9108,
10/26/05,E,High,Bad,Average,Bad,no,yes,9109,
10/1/05,A,High,Okay,Low,Intermediate,no,no,9110,
10/17/05,B,Low,Intermediate,Low,Bad,yes,no,9111,
10/24/05,A,High,Bad,High,Great,yes,no,9112,
10/27/05,E,High,Great,Average,Intermediate,no,no,9113,
10/27/05,E,Low,Okay,Low,Intermediate,yes,no,9114,
10/29/05,C,Low,Exceptional,High,Intermediate,no,no,9115,
10/27/05,B,Low,Intermediate,Average,Great,no,no,9116,
10/22/05,B,Low,Bad,High,Bad,no,yes,9117,
10/12/05,E,Average,Intermediate,Low,Exceptional,no,no,9118,
10/15/05,B,High,Exceptional,Average,Intermediate,no,no,9119,
10/26/05,D,Low,Exceptional,Average,Bad,no,no,9120,
10/27/05,D,Low,Intermediate,Average,Exceptional,no,no,9121,
10/3/05,D,High,Exceptional,Low,Great,no,no,9122,
10/30/05,C,Low,Okay,Average,Bad,no,no,9123,
10/28/05,E,Low,Bad,High,Bad,no,yes,9124,
10/5/05,C,Low,Exceptional,High,Bad,no,no,9125,
10/9/05,B,Average,Bad,Low,Intermediate,no,no,9126,
10/12/05,A,Low,Great,Average,Okay,no,no,9127,
10/10/05,A,Low,Okay,Low,Okay,yes,yes,9128,
10/21/05,E,High,Great,Low,Bad,no,no,9129,
10/12/05,D,Low,Exceptional,Low,Great,yes,no,9130,
10/6/05,D,Low,Great,Low,Great,yes,yes,9131,
10/3/05,D,Low,Okay,High,Great,no,no,9132,
10/19/05,E,High,Bad,Low,Great,no,no,9133,
10/21/05,A,Low,Intermediate,High,Intermediate,no,yes,9134,
10/9/05,C,High,Great,Average,Okay,no,no,9135,
10/13/05,B,Average,Exceptional,High,Intermediate,no,no,9136,
10/6/05,D,High,Intermediate,High,Intermediate,yes,yes,9137,
10/3/05,D,High,Bad,High,Okay,yes,no,9138,
10/3/05,C,High,Exceptional,Low,Intermediate,no,no,9139,
10/9/05,B,High,Okay,Average,Bad,no,no,9140,
10/5/05,C,Average,Exceptional,Average,Great,yes,no,9141,
10/11/05,B,Low,Okay,High,Great,no,no,9142,
10/21/05,E,High,Exceptional,High,Exceptional,yes,yes,9143,
10/17/05,B,Average,Bad,High,Bad,no,yes,9144,
10/14/05,B,High,Bad,High,Okay,yes,no,9145,
10/6/05,A,Low,Okay,High,Okay,no,yes,9146,
10/8/05,B,Low,Intermediate,High,Exceptional,no,no,9147,
10/3/05,B,Average,Great,Low,Okay,no,no,9148,
10/8/05,B,Average,Okay,High,Bad,no,no,9149,
10/24/05,D,High,Bad,Average,Okay,no,no,9150,
10/17/05,D,High,Intermediate,Average,Okay,no,no,9151,
10/21/05,E,Low,Okay,Average,Intermediate,no,no,9152,
10/19/05,A,Average,Intermediate,High,Great,no,no,9153,
10/28/05,A,Average,Exceptional,Average,Bad,yes,no,9154,
10/4/05,E,Low,Okay,Average,Exceptional,no,no,9155,
10/1/05,E,High,Bad,Average,Exceptional,no,no,9156,
10/28/05,A,Average,Great,Low,Intermediate,no,no,9157,
10/20/05,B,Low,Intermediate,Low,Exceptional,yes,no,9158,
10/16/05,B,High,Bad,Low,Bad,no,yes,9159,
10/14/05,D,Low,Okay,Low,Great,yes,no,9160,
10/30/05,C,High,Exceptional,Average,Exceptional,no,yes,9161,
10/18/05,C,Average,Bad,High,Intermediate,no,no,9162,
10/6/05,E,Low,Okay,High,Great,no,no,9163,
10/30/05,A,Low,Okay,High,Exceptional,no,no,9164,
10/1/05,C,Average,Exceptional,High,Bad,no,no,9165,
10/14/05,C,High,Intermediate,High,Intermediate,yes,yes,9166,
10/9/05,E,Average,Intermediate,Average,Great,yes,no,9167,
10/2/05,A,Low,Great,High,Intermediate,no,no,9168,
10/27/05,B,Average,Great,High,Intermediate,no,no,9169,
10/6/05,A,Average,Exceptional,Low,Great,no,no,9170,
10/5/05,C,High,Bad,High,Okay,yes,no,9171,
10/13/05,A,Average,Great,Low,Intermediate,no,no,9172,
10/6/05,E,Low,Great,High,Intermediate,no,no,9173,
10/17/05,C,Average,Exceptional,Average,Intermediate,yes,no,9174,
10/23/05,A,High,Exceptional,Low,Intermediate,no,no,9175,
10/17/05,A,Low,Intermediate,Average,Exceptional,no,no,9176,
10/26/05,B,Average,Great,Average,Great,yes,yes,9177,
10/6/05,A,Average,Okay,Low,Exceptional,no,no,9178,
10/26/05,B,Average,Okay,Average,Intermediate,yes,no,9179,
10/17/05,A,High,Okay,Low,Exceptional,no,no,9180,
10/30/05,C,High,Bad,Low,Great,no,no,9181,
10/23/05,A,High,Intermediate,High,Bad,yes,no,9182,
10/15/05,E,Low,Okay,High,Intermediate,no,no,9183,
10/5/05,E,Low,Bad,Low,Great,yes,no,9184,
10/11/05,E,Average,Bad,Average,Great,yes,no,9185,
10/16/05,E,Average,Okay,Low,Exceptional,no,no,9186,
10/4/05,E,High,Great,Average,Bad,no,no,9187,
10/2/05,B,Low,Exceptional,High,Bad,no,no,9188,
10/27/05,D,Low,Great,High,Great,no,yes,9189,
10/18/05,D,Average,Intermediate,High,Okay,no,no,9190,
10/21/05,B,Low,Okay,Average,Okay,no,yes,9191,
10/10/05,E,Low,Intermediate,High,Intermediate,no,yes,9192,
10/24/05,B,High,Intermediate,Low,Bad,no,no,9193,
10/24/05,E,Low,Bad,Average,Okay,no,no,9194,
10/15/05,E,Average,Intermediate,Low,Bad,no,no,9195,
10/27/05,D,Low,Okay,High,Bad,no,no,9196,
10/22/05,C,High,Okay,Low,Exceptional,no,no,9197,
10/12/05,A,High,Bad,High,Great,yes,no,9198,
10/15/05,D,Low,Exceptional,High,Intermediate,no,no,9199,
10/30/05,C,Low,Okay,Low,Intermediate,yes,no,9200,
10/21/05,A,Average,Great,High,Bad,no,no,9201,
10/29/05,C,Low,Intermediate,Average,Intermediate,no,yes,9202,
10/25/05,E,Average,Bad,Average,Okay,yes,no,9203,
10/21/05,E,Low,Intermediate,Low,Exceptional,yes,no,9204,
10/6/05,D,Low,Intermediate,Low,Great,yes,no,9205,
10/23/05,A,Low,Exceptional,Average,Great,no,no,9206,
10/4/05,B,Low,Exceptional,Average,Great,no,no,9207,
10/28/05,B,High,Bad,Low,Exceptional,no,no,9208,
10/20/05,D,Average,Bad,High,Exceptional,no,no,9209,
10/25/05,D,Average,Bad,High,Okay,no,no,9210,
10/9/05,B,Average,Exceptional,High,Exceptional,no,yes,9211,
10/8/05,C,High,Intermediate,Low,Great,no,no,9212,
10/26/05,B,High,Great,High,Bad,yes,no,9213,
10/18/05,C,Low,Bad,Low,Intermediate,yes,no,9214,
10/5/05,D,High,Intermediate,Average,Okay,no,no,9215,
10/2/05,A,High,Okay,Low,Intermediate,no,no,9216,
10/1/05,E,Average,Great,High,Bad,no,no,9217,
10/24/05,A,High,Okay,Average,Exceptional,no,no,9218,
10/16/05,E,High,Okay,High,Great,yes,no,9219,
10/16/05,D,High,Exceptional,Average,Exceptional,no,yes,9220,
10/2/05,A,Low,Great,Average,Okay,no,no,9221,
10/18/05,E,High,Great,Average,Exceptional,no,no,9222,
10/15/05,A,High,Great,Average,Bad,no,no,9223,
10/20/05,B,Low,Bad,Low,Exceptional,yes,no,9224,
10/1/05,C,High,Exceptional,High,Great,yes,no,9225,
10/18/05,A,Average,Great,High,Intermediate,no,no,9226,
10/27/05,E,High,Exceptional,Average,Okay,no,no,9227,
10/12/05,D,Average,Great,High,Exceptional,no,no,9228,
10/4/05,B,Average,Okay,High,Great,no,no,9229,
10/4/05,E,Average,Okay,High,Great,no,no,9230,
10/2/05,A,Low,Exceptional,Average,Okay,no,no,9231,
10/15/05,D,High,Okay,High,Okay,yes,yes,9232,
10/22/05,B,Average,Bad,High,Great,no,no,9233,
10/12/05,A,High,Intermediate,High,Great,yes,no,9234,
10/18/05,D,High,Okay,High,Okay,yes,yes,9235,
10/29/05,D,Low,Exceptional,High,Bad,no,no,9236,
10/17/05,E,Average,Okay,High,Great,no,no,9237,
10/12/05,E,Low,Bad,High,Intermediate,no,no,9238,
10/8/05,C,High,Intermediate,Average,Intermediate,no,yes,9239,
10/17/05,B,Average,Exceptional,Average,Great,yes,no,9240,
10/24/05,E,Low,Intermediate,Low,Okay,yes,no,9241,
10/8/05,D,Low,Bad,High,Bad,no,yes,9242,
10/5/05,D,Low,Bad,Low,Bad,yes,yes,9243,
10/7/05,C,Average,Intermediate,Average,Okay,yes,no,9244,
10/30/05,D,Low,Great,Average,Exceptional,no,no,9245,
10/11/05,C,Low,Okay,Low,Okay,yes,yes,9246,
10/5/05,B,High,Bad,Low,Exceptional,no,no,9247,
10/9/05,A,Low,Great,High,Intermediate,no,no,9248,
10/20/05,A,High,Bad,Low,Great,no,no,9249,
10/1/05,A,Average,Bad,High,Bad,no,yes,9250,
10/23/05,C,High,Bad,High,Exceptional,yes,no,9251,
10/17/05,C,High,Okay,High,Exceptional,yes,no,9252,
10/19/05,E,Low,Intermediate,High,Bad,no,no,9253,
10/11/05,B,Average,Bad,Average,Bad,yes,yes,9254,
10/25/05,C,Low,Bad,Low,Intermediate,yes,no,9255,
10/14/05,A,High,Okay,Average,Exceptional,no,no,9256,
10/3/05,A,Low,Great,Low,Intermediate,yes,no,9257,
10/9/05,D,Low,Exceptional,Average,Okay,no,no,9258,
10/22/05,C,Average,Bad,Average,Great,yes,no,9259,
10/5/05,D,High,Okay,Low,Exceptional,no,no,9260,
10/7/05,A,Average,Great,Low,Exceptional,no,no,9261,
10/13/05,E,Low,Great,High,Okay,no,no,9262,
10/3/05,E,Average,Exceptional,Low,Exceptional,no,yes,9263,
10/26/05,B,Average,Okay,High,Okay,no,yes,9264,
10/27/05,B,Low,Okay,Low,Great,yes,no,9265,
10/1/05,D,Average,Bad,Average,Great,yes,no,9266,
10/11/05,E,Average,Intermediate,High,Great,no,no,9267,
10/7/05,C,High,Intermediate,High,Intermediate,yes,yes,9268,
10/6/05,A,Low,Exceptional,High,Okay,no,no,9269,
10/28/05,A,High,Great,Low,Intermediate,no,no,9270,
10/9/05,A,High,Okay,High,Great,yes,no,9271,
10/4/05,D,Low,Intermediate,Low,Great,yes,no,9272,
10/1/05,E,Average,Exceptional,Average,Intermediate,yes,no,9273,
10/7/05,D,Low,Intermediate,Low,Okay,yes,no,9274,
10/25/05,D,High,Exceptional,Low,Great,no,no,9275,
10/11/05,A,Low,Great,Average,Okay,no,no,9276,
10/26/05,B,High,Bad,High,Intermediate,yes,no,9277,
10/27/05,E,High,Okay,Average,Intermediate,no,no,9278,
10/14/05,C,Average,Bad,Average,Intermediate,yes,no,9279,
10/16/05,C,Low,Exceptional,High,Bad,no,no,9280,
10/10/05,C,Low,Great,High,Great,no,yes,9281,
10/7/05,C,High,Intermediate,High,Intermediate,yes,yes,9282,
10/3/05,A,Low,Great,Low,Great,yes,yes,9283,
10/5/05,C,Low,Exceptional,Low,Exceptional,yes,yes,9284,
10/19/05,D,Low,Bad,Average,Okay,no,no,9285,
10/6/05,C,High,Exceptional,Average,Great,no,no,9286,
10/5/05,B,Low,Bad,Low,Great,yes,no,9287,
10/1/05,D,High,Intermediate,Low,Okay,no,no,9288,
10/25/05,D,Average,Intermediate,High,Okay,no,no,9289,
10/19/05,E,Average,Great,Low,Bad,no,no,9290,
10/3/05,D,High,Exceptional,Low,Intermediate,no,no,9291,
10/21/05,D,Average,Intermediate,Low,Bad,no,no,9292,
10/4/05,C,High,Exceptional,High,Great,yes,no,9293,
10/7/05,A,Low,Okay,Low,Okay,yes,yes,9294,
10/2/05,A,Average,Exceptional,Average,Exceptional,yes,yes,9295,
10/19/05,D,High,Bad,Low,Intermediate,no,no,9296,
10/19/05,C,Low,Exceptional,High,Okay,no,no,9297,
10/25/05,C,Average,Bad,Low,Bad,no,yes,9298,
10/9/05,A,Low,Bad,Low,Intermediate,yes,no,9299,
10/4/05,D,High,Exceptional,High,Okay,yes,no,9300,
10/6/05,B,Low,Great,Low,Okay,yes,no,9301,
10/15/05,E,Low,Bad,Average,Exceptional,no,no,9302,
10/27/05,E,High,Great,Average,Great,no,yes,9303,
10/25/05,C,High,Okay,Low,Exceptional,no,no,9304,
10/17/05,D,High,Bad,Low,Intermediate,no,no,9305,
10/30/05,B,Low,Great,Low,Exceptional,yes,no,9306,
10/26/05,D,Average,Intermediate,High,Okay,no,no,9307,
10/10/05,C,Low,Great,Low,Bad,yes,no,9308,
10/28/05,E,Average,Great,High,Great,no,yes,9309,
10/3/05,D,High,Great,Average,Great,no,yes,9310,
10/15/05,C,Low,Great,Low,Intermediate,yes,no,9311,
10/24/05,D,Low,Exceptional,Average,Intermediate,no,no,9312,
10/24/05,A,High,Great,Average,Bad,no,no,9313,
10/29/05,C,Average,Bad,High,Okay,no,no,9314,
10/25/05,D,High,Intermediate,Average,Okay,no,no,9315,
10/8/05,E,High,Intermediate,Average,Intermediate,no,yes,9316,
10/12/05,E,Low,Exceptional,Average,Intermediate,no,no,9317,
10/9/05,C,Average,Bad,Average,Great,yes,no,9318,
10/24/05,A,High,Great,High,Okay,yes,no,9319,
10/26/05,D,Low,Bad,Average,Intermediate,no,no,9320,
10/10/05,C,Average,Exceptional,Average,Intermediate,yes,no,9321,
10/18/05,B,High,Intermediate,High,Okay,yes,no,9322,
10/18/05,E,High,Intermediate,Low,Great,no,no,9323,
10/15/05,B,Low,Bad,Average,Exceptional,no,no,9324,
10/16/05,C,Low,Exceptional,High,Great,no,no,9325,
10/10/05,C,Average,Intermediate,High,Exceptional,no,no,9326,
10/18/05,D,High,Bad,Average,Exceptional,no,no,9327,
10/24/05,A,Low,Exceptional,Low,Great,yes,no,9328,
10/10/05,E,Average,Bad,Low,Okay,no,no,9329,
10/3/05,E,High,Intermediate,Average,Okay,no,no,9330,
10/19/05,E,High,Okay,High,Bad,yes,no,9331,
10/2/05,D,Low,Exceptional,Low,Bad,yes,no,9332,
10/9/05,D,Low,Bad,High,Bad,no,yes,9333,
10/30/05,E,Low,Intermediate,High,Intermediate,no,yes,9334,
10/5/05,E,Low,Okay,High,Bad,no,no,9335,
10/17/05,B,Average,Exceptional,Low,Exceptional,no,yes,9336,
10/5/05,B,High,Intermediate,High,Great,yes,no,9337,
10/3/05,A,High,Bad,High,Great,yes,no,9338,
10/21/05,D,High,Okay,Average,Bad,no,no,9339,
10/27/05,D,High,Great,Low,Great,no,yes,9340,
10/30/05,E,High,Intermediate,Average,Okay,no,no,9341,
10/6/05,E,Low,Great,High,Exceptional,no,no,9342,
10/12/05,C,High,Great,Low,Exceptional,no,no,9343,
10/17/05,B,Low,Bad,High,Intermediate,no,no,9344,
10/14/05,A,Average,Exceptional,High,Bad,no,no,9345,
10/16/05,C,High,Intermediate,Low,Exceptional,no,no,9346,
10/15/05,C,High,Bad,Low,Intermediate,no,no,9347,
10/18/05,B,Average,Exceptional,Average,Bad,yes,no,9348,
10/30/05,D,High,Bad,Low,Bad,no,yes,9349,
10/5/05,B,Average,Great,Low,Exceptional,no,no,9350,
10/18/05,B,Low,Great,Low,Bad,yes,no,9351,
10/9/05,D,Low,Okay,Low,Great,yes,no,9352,
10/11/05,C,High,Bad,Low,Intermediate,no,no,9353,
10/6/05,A,Low,Bad,Low,Bad,yes,yes,9354,
10/21/05,E,Average,Exceptional,High,Bad,no,no,9355,
10/27/05,C,Average,Okay,Low,Intermediate,no,no,9356,
10/24/05,C,Average,Intermediate,Average,Okay,yes,no,9357,
10/18/05,D,Average,Exceptional,Average,Intermediate,yes,no,9358,
10/15/05,A,Low,Intermediate,High,Great,no,no,9359,
10/18/05,A,Average,Exceptional,Low,Exceptional,no,yes,9360,
